Initial Configuration,Initial term,Initial J,Final configuration,Final term,Final J,Wavelength (nm),Wavelength error (nm),Wavelength w/uncertainty (nm),Matrix element (a.u),Matrix el. uncertainty (a.u),Matrix el. w/uncertainty (a.u),Transition rate (s-1),Transition rate uncertainty,Transition rate w/uncertainty (s-1),Branching ratio,Branching ratio uncertainty,Branching ratio w/uncertainty,Lifetime reference,Matrix Element Reference
5s.7p,1P,1,5s.5d,3D,2,2574.089,0.01,2574.09(1),0.20585,0.02126,0.206(21),1677.941946933757,346.59262422730126,1.68(35)E+03,0.00007037391428529718,0.000015046820992694553,0.000070(15),,
5s.5d,3D,3,5s.5p,3P,2,496.365,0,496.3648(2),5.05992,0.0845,5.060(85),60597360.973353945,2023935.9524452593,6.06(20)E+07,0.9976913678027813,0.0001738293473758687,0.99769(17),,
5s.5d,3D,3,4d.5p,3F,2,5623.766,0.027,5623.77(3),0.54704,0.07459,0.547(75),486.99646084983885,132.8058864633467,4.9(13)E+02,0.000008018041666105535,0.000002202798516931588,0.0000080(22),,
5s.5d,3D,3,4d.5p,3F,3,6871.388,0.05,6871.39(5),0.73427,0.04821,0.734(48),481.0025480027926,63.16241480555893,4.81(63)E+02,0.000007919356261150527,0.0000010728766940604344,0.0000079(11),,
5s.5d,3D,3,4d.5p,1D,2,8209.372,0.058,8209.37(6),3.97667,2.17373,4.0(22),8273.296604643117,9044.709785720595,8.3(90)E+03,0.00013621379665946276,0.00014896343724618116,<0.00029,,
5s.5d,3D,3,5s.6p,3P,2,9328.759,0.078,9328.76(8),18.97455,0.21052,18.97(21),128363.24412517538,2848.346592560195,1.284(28)E+05,0.0021134072268124437,0.00008455544675221944,0.002113(85),,
5s.5d,3D,3,4d.5p,3F,4,8883.33,0.079,8883.33(8),2.51718,0.16113,2.52(16),2616.1969783988757,334.93657845899844,2.62(33)E+03,0.00004307377581951175,0.000005697996503938407,0.0000431(57),,
4d.5p,3D,2,5s.5d,3D,3,7480.959,0.063,7480.96(6),1.10221,0.02814,1.102(28),1175.8560481205016,60.04045189995239,1.176(60)E+03,0.00001562404450657135,8.224418961857218e-7,0.00001562(82),,
4d.5p,3D,3,5s.5d,3D,3,6602.957,0.044,6602.96(4),1.39391,0.02299,1.394(23),1953.5446413298976,64.44031472894257,1.954(64)E+03,0.000025687802710658424,8.605587406427824e-7,0.00002569(86),,
4d.5p,3P,2,5s.5d,3D,3,4363.817,0.017,4363.82(2),5.96788,0.13581,5.97(14),173675.2720345648,7904.595760178729,1.737(79)E+05,0.0020313570849610114,0.00009569666338800527,0.002031(96),,
4d.5p,1F,3,5s.5d,3D,3,3375.273,0.02,3375.27(2),0.0467,0.0153,0.047(15),16.4163338326948,10.756741230520792,1.6(11)E+01,0.000004921814503057061,0.00000334154811443442,0.0000049(33),,
5p2,3P,1,5s.5p,3P,0,474.325,0,474.3248(1),2.58827,0.04718,2.588(47),42397240.69917595,1545667.0410638156,4.24(15)E+07,0.32979212802971203,0.01181218815082234,0.330(12),,
5p2,3P,1,5s.5p,3P,1,478.566,0,478.5657(1),2.36002,0.07043,2.360(70),34320422.01826794,2048446.4731202368,3.43(20)E+07,0.2669656049692489,0.013323551062509513,0.267(13),,
5p2,3P,1,5s.5p,3P,2,487.768,0,487.7678(2),2.98432,0.07692,2.984(77),51831951.05194538,2671907.620439925,5.18(27)E+07,0.40318117772426604,0.01478624759178937,0.403(15),,
5p2,3P,1,5s.5p,1P,1,729.839,0,729.8389(3),0.06282,0.01503,0.063(15),6855.842158699207,3280.5892278016263,6.9(33)E+03,0.000053329007682265804,0.00002556333884173051,0.000053(26),,
5p2,3P,1,4d.5p,3F,2,4687.674,0.013,4687.67(1),0.02466,0.0212,0.025(21),3.98712547108224,6.855398214755315,4.0(69),3.1014343672965436e-8,5.3333041786157816e-8,<8.4E-8,,
5p2,3P,1,4d.5p,1D,2,6356.447,0.024,6356.45(2),0.02397,0.02756,<0.052,1.5109110680523714,3.4744020889468947,1.5(35),1.1752806743537006e-8,2.7028183768658723e-8,<3.9E-8,,
5p2,3P,1,5s.6p,3P,0,6465.733,0.033,6465.73(3),0.61904,0.02983,0.619(30),957.480925191334,92.2772562642776,9.57(92)E+02,0.000007447882613569356,7.491853868332755e-7,0.00000745(75),,
5p2,3P,1,5s.6p,3P,1,6528.319,0.033,6528.32(3),0.08346,0.10431,<0.19,16.90825550225872,42.26456102259918,1.7(42)E+01,1.3152293572417257e-7,3.2878186587530304e-7,<4.6E-7,,
5p2,3P,1,5s.6p,3P,2,7007.512,0.031,7007.51(3),0.09098,0.07164,0.091(72),16.24599656273617,25.585033937035526,1.6(26)E+01,1.2637147347403406e-7,1.9904960900603268e-7,<3.3E-7,,
5p2,3P,1,5s.6p,1P,1,7682.256,0.046,7682.26(5),0.03181,0.03187,<0.064,1.5073257069161463,3.0203376473654804,1.5(30),1.1724917572936013e-8,2.349649536874282e-8,<3.5E-8,,
4d.5p,3D,1,5p2,3P,1,11573.458,0.126,11573.5(1),1.10868,0.11818,1.11(12),535.5118317094766,114.16601546724263,5.4(11)E+02,0.00000716550490107808,0.000001529992830888767,0.0000072(15),,
4d.5p,3D,2,5p2,3P,1,10187.024,0.098,10187.0(1),1.97567,0.21813,1.98(22),1496.1811564263824,330.3810843296101,1.50(33)E+03,0.000019880325500102016,0.000004397177307678444,0.0000199(44),,
4d.5p,3P,0,5p2,3P,1,5285.499,0.024,5285.50(2),0.34939,0.15853,0.35(16),1675.0597267395228,1520.0619279884097,1.7(15)E+03,0.000019344010469481733,0.000017557820695464453,0.000019(18),,
4d.5p,3P,1,5p2,3P,1,5255.894,0.022,5255.89(2),0.38483,0.11091,0.38(11),688.8809505562721,397.07811888016477,6.9(40)E+02,0.000007987078712208602,0.000004605115039438096,0.0000080(46),,
4d.5p,3P,2,5p2,3P,1,5163.993,0.017,5163.99(2),0.68608,0.10492,0.69(10),1385.1279921087526,423.6463065759499,1.39(42)E+03,0.000016200864564000538,0.0000049591481290406585,0.0000162(50),,
5s.7p,1P,1,5p2,3P,1,2851.641,0.009,2851.641(9),0.03161,0.01507,0.032(15),29.10117841584956,27.747849335556772,2.9(28)E+01,0.000001220521269630664,0.0000011657143556867906,0.0000012(12),,
5s.7p,3P,0,5p2,3P,1,2492.793,0.006,2492.793(6),0.23893,0.01567,0.239(16),7467.0635761571375,979.440726703894,7.47(98)E+03,0.0013419416074974702,0.00023985808690039616,0.00134(24),,
5p2,3P,2,5s.5p,3P,1,472.36,0,472.3598(2),2.84396,0.06206,2.844(62),31097501.108182378,1357199.7628474368,3.11(14)E+07,0.24501327922070484,0.013763385578071085,0.245(14),,
5p2,3P,2,5s.5p,3P,2,481.322,0,481.3225(2),5.10007,0.15553,5.10(16),94523796.35300228,5765131.0851743,9.45(58)E+07,0.7447410397469344,0.014195269236375563,0.745(14),,
5p2,3P,2,5s.5p,1P,1,715.503,0,715.5028(5),1.08199,0.13604,1.08(14),1295119.1308257119,325674.0017144888,1.30(33)E+06,0.010204079875137719,0.0025840128671972868,0.0102(26),,
5p2,3P,2,4d.5p,3F,2,4153.193,0.015,4153.19(1),0.11505,0.05891,0.115(59),74.87282221137858,76.67549685735226,7.5(77)E+01,5.899134991811865e-7,6.047449463720276e-7,<0.0000012,,
5p2,3P,2,4d.5p,3F,3,4796.329,0.024,4796.33(2),0.07711,0.01757,0.077(18),21.836945711592534,9.951371712121423,2.2(10)E+01,1.7205053416829085e-7,7.881681226262915e-8,0.000000172(79),,
5p2,3P,2,4d.5p,1D,2,5412.023,0.025,5412.02(3),0.26902,0.06282,0.269(63),185.0067656677687,86.40342743562351,1.85(86)E+02,0.0000014576449141873178,6.841606888703296e-7,0.00000146(68),,
5p2,3P,2,5s.6p,3P,1,5536.118,0.031,5536.12(3),0.22198,0.14888,0.22(15),117.68173658233201,157.8561757253043,1.2(16)E+02,9.271995226921193e-7,0.0000012444823406432476,<0.0000022,,
5p2,3P,2,5s.6p,3P,2,5876.919,0.031,5876.92(3),0.0715,0.16483,<0.24,10.206113123483433,47.056604927375744,1.0(47)E+01,8.041267482499355e-8,3.7077205662396457e-7,<4.5E-7,,
5p2,3P,2,5s.6p,1P,1,6344.24,0.04,6344.24(4),1.75189,0.11972,1.75(12),4870.485075358902,665.6747613215463,4.87(67)E+03,0.000038373936077944094,0.000005542722085136233,0.0000384(55),,
4d.5p,3D,1,5p2,3P,2,16963.126,0.326,16963.1(3),0.36316,0.01706,0.363(17),18.248385090620694,1.714492280329043,1.82(17)E+01,2.441755439579932e-7,2.312497854240904e-8,0.000000244(23),,
4d.5p,3D,2,5p2,3P,2,14142.091,0.226,14142.1(2),1.07014,0.12623,1.07(13),164.07317888367677,38.70700618264195,1.64(39)E+02,0.000002180102448178676,5.150696664570871e-7,0.00000218(52),,
4d.5p,3D,3,5p2,3P,2,11301.287,0.128,11301.3(1),2.57187,0.29818,2.57(30),1326.4278136922783,307.56939482411855,1.33(31)E+03,0.000017441636739287227,0.000004045548863646111,0.0000174(40),,
4d.5p,3P,1,5p2,3P,2,6142.151,0.038,6142.15(4),0.4983,0.19137,0.50(19),723.7128002515736,555.8776585373398,7.2(56)E+02,0.000008390928934781228,0.000006445985479161879,0.0000084(64),,
4d.5p,3P,2,5p2,3P,2,6017.014,0.032,6017.01(3),0.95338,0.25281,0.95(25),1690.7771661642248,896.6946560057975,1.69(90)E+03,0.00001977582723978375,0.000010490709945979788,0.000020(10),,
4d.5p,1F,3,5p2,3P,2,4286.134,0.033,4286.13(3),1.80223,0.02092,1.802(21),11939.676215029705,277.1878728482746,1.194(28)E+04,0.003579658659225266,0.0006416709161893645,0.00358(64),,
5s.7p,1P,1,5p2,3P,2,3093.848,0.012,3093.85(1),1.04617,0.18707,1.05(19),24960.525194379086,8926.590230238024,2.50(89)E+04,0.001046859734185179,0.00037844482003857716,0.00105(38),,
4d2,1D,2,5s.5p,3P,1,445.305,0,445.3052(1),0.2314,0.06308,0.231(63),245725.75849044288,133970.4481035189,2.5(13)E+05,0.004146767373590239,0.0022565087103243687,0.0041(23),,
4d2,1D,2,5s.5p,3P,2,453.262,0,453.2620(1),0.67748,0.10483,0.68(10),1997296.038044687,618103.9843780614,2.00(62)E+06,0.03370555084190281,0.010147874289542187,0.034(10),,
4d2,1D,2,5s.5p,1P,1,655.205,0,655.2054(3),6.26513,0.11446,6.27(11),56549024.459223285,2066230.4978835867,5.65(21)E+07,0.9542982025019727,0.010315191601501697,0.954(10),,
4d2,1D,2,4d.5p,3F,2,2707.099,0.004,2707.099(4),1.42198,0.25367,1.42(25),41302.066148287304,14735.924725586405,4.1(15)E+04,0.00069699677159505,0.0002498005762560024,0.00070(25),,
4d2,1D,2,4d.5p,3F,3,2966.362,0.008,2966.362(8),0.12961,0.07454,0.130(75),260.7966356856347,299.9734777330165,2.6(30)E+02,0.000004401097331622853,0.000005064751064105103,<0.0000095,,
4d2,1D,2,4d.5p,1D,2,3190.869,0.006,3190.869(6),2.14073,0.12835,2.14(13),57160.28335901571,6854.224845961762,5.72(69)E+04,0.0009646135576281406,0.00012079304806026392,0.00096(12),,
4d2,1D,2,5s.6p,3P,1,3233.604,0.008,3233.604(8),1.74231,0.27058,1.74(27),36382.10464410865,11300.25067572767,3.6(11)E+04,0.0006139695140125223,0.0001918920009117545,0.00061(19),,
4d2,1D,2,5s.6p,3P,2,3346.97,0.007,3346.970(7),0.6748,0.23294,0.67(23),4921.4376762125685,3397.7465688924044,4.9(34)E+03,0.00008305216885786834,0.000057414159885449725,0.000083(57),,
4d2,1D,2,5s.6p,1P,1,3493.525,0.01,3493.53(1),5.84803,0.07686,5.848(77),325030.97638310696,8543.691526179768,3.250(85)E+05,0.005485089786889676,0.0002461118777359085,0.00549(25),,
4d2,1D,2,4d.5p,3D,1,14353.566,0.194,14353.6(2),0.71703,0.30758,0.72(31),70.45187512870126,60.442625207557874,7.0(60)E+01,0.0000011889170227276541,0.0000010209248679352287,0.0000012(10),,
4d2,1D,2,4d.5p,3D,2,17268.294,0.281,17268.3(3),0.28486,0.10223,0.28(10),6.3857503811426195,4.583411240428005,6.4(46),1.0776331101423195e-7,7.744753445572323e-8,0.000000108(77),,
4d2,1D,2,4d.5p,3D,3,24915.909,0.485,24915.9(5),0.36749,0.015,0.367(15),3.538002667798467,0.2888244773741954,3.54(29),5.97058856207479e-8,5.3383014854227505e-9,0.0000000597(53),,
4d.5p,3P,1,4d2,1D,2,29249.259,0.668,29249.3(7),0.27144,0.03096,0.271(31),1.9886077582126873,0.45363468148568525,1.99(45),2.305647540366409e-8,5.269165543251012e-9,0.0000000231(53),,
4d.5p,3P,2,4d2,1D,2,26613.511,0.454,26613.5(5),0.2569,0.06266,0.257(63),1.4187929165457398,0.6921102735694057,1.42(69),1.6594619425983085e-8,8.097782495314177e-9,0.0000000166(81),,
4d.5p,1F,3,4d2,1D,2,9552.011,0.153,9552.0(2),6.43115,0.48906,6.43(49),13736.058911030035,2089.130966101006,1.37(21)E+04,0.0041182358163616845,0.0009617497217198749,0.00412(96),,
5s.7p,1P,1,4d2,1D,2,5138.704,0.03,5138.70(3),7.66666,0.04004,7.667(40),292548.36794769287,3055.7382534796893,2.925(31)E+05,0.0122696579627658,0.0006899353695878653,0.01227(69),,
5s.7s,3S,1,5s.5p,3P,0,432.766,0,432.7661(1),0.51871,0.01501,0.519(15),2241999.2307607164,129754.23050921845,2.24(13)E+06,0.07873165804444678,0.00437628046543207,0.0787(44),,
5s.7s,3S,1,5s.5p,3P,1,436.294,0,436.2937(1),0.92391,0.01501,0.924(15),6941744.288323005,225553.5317676577,6.94(23)E+06,0.24377128682367907,0.006932146662970495,0.2438(69),,
5s.7s,3S,1,5s.5p,3P,2,443.929,0,443.9289(1),1.261,0.01532,1.261(15),12275409.358436821,298270.05768636335,1.228(30)E+07,0.43107210685176106,0.008053441907983573,0.4311(81),,
5s.7s,3S,1,5s.5p,1P,1,635.881,0,635.8806(3),0.02689,0.01502,0.027(15),1899.3322650626567,2121.8274913530013,1.9(21)E+03,0.0000666983183374952,0.00007451464055801318,<0.00014,,
5s.7s,3S,1,4d.5p,3F,2,2405.104,0.003,2405.104(3),0.22572,0.04391,0.226(44),2473.343528838006,962.2941197616527,2.47(96)E+03,0.0000868557108616164,0.0000338195410385625,0.000087(34),,
5s.7s,3S,1,4d.5p,1D,2,2779.495,0.005,2779.495(5),2.3438,1.30869,2.3(13),172778.42598841345,192945.9837097168,1.7(19)E+05,0.006067411516355403,0.006735125454157931,<0.013,,
5s.7s,3S,1,5s.6p,3P,0,2800.191,0.006,2800.191(6),5.09538,0.01618,5.095(16),798612.7780313694,5071.873488343926,7.986(51)E+05,0.028044660893374804,0.0004903496535658704,0.02804(49),,
5s.7s,3S,1,5s.6p,3P,1,2811.865,0.006,2811.865(6),8.42204,0.1529,8.42(15),2154750.894877319,78237.91312959335,2.155(78)E+06,0.07566778270877689,0.0028175473230166365,0.0757(28),,
5s.7s,3S,1,5s.6p,3P,2,2897.199,0.005,2897.199(5),11.49801,0.18422,11.50(18),3671610.2364279255,117652.36707630992,3.67(12)E+06,0.12893490668542779,0.0041373110077769105,0.1289(41),,
5s.7s,3S,1,5s.6p,1P,1,3006.37,0.007,3006.370(7),2.93882,0.38318,2.94(38),214666.81566781618,55978.95104640909,2.15(56)E+05,0.007538394345886646,0.0019548159744247227,0.0075(20),,
5s.7s,3S,1,4d.5p,3D,1,8616.797,0.07,8616.80(7),0.31381,0.04452,0.314(45),103.95418759385458,29.49581242630971,1.04(29)E+02,0.000003650530043737175,0.0000010375126722733941,0.0000037(10),,
5s.7s,3S,1,4d.5p,3D,2,9588.38,0.087,9588.38(9),0.63766,0.07578,0.638(76),311.52193601286035,74.04300870642507,3.12(74)E+02,0.000010939628436530104,0.0000026062711678731894,0.0000109(26),,
5s.7s,3S,1,4d.5p,3P,0,75414.213,4.892,75414(5),3.70862,0.14975,3.71(15),21.657639590321093,1.7490284499915043,2.17(17)E+01,7.605452539323457e-7,6.266768598891237e-8,0.000000761(63),,
5s.7s,3S,1,4d.5p,3P,1,82004.855,5.252,82005(5),6.41119,0.25497,6.41(25),50.339008533631024,4.003928897022391,5.03(40)E+01,0.000001767740841205185,1.4354791545490706e-7,0.00000177(14),,
5s.7s,3S,1,4d.5p,3P,2,113527.996,8.253,113528(8),8.31126,0.30591,8.31(31),31.8838585689588,2.3470891244951733,3.19(23)E+01,0.0000011196565170707162,8.443283930043411e-8,0.000001120(84),,
5s.7p,1P,1,5s.7s,3S,1,6746.805,0.051,6746.81(5),0.11906,0.01624,0.119(16),31.173336825139156,8.504199425321751,3.12(85)E+01,0.0000013074288641081628,3.6391907801256794e-7,0.00000131(36),,
5s.7p,3P,0,5s.7s,3S,1,5032.728,0.024,5032.73(2),9.96929,0.03606,9.969(36),1579739.338879932,11428.198387746295,1.580(11)E+06,0.2839024907478456,0.03455171166546691,0.284(35),,
4d2,3F,2,5s.5p,3P,1,423.6,4.2,424(4)*,0.00869,0.0173,<0.026,402.5643411103471,1602.8900876915784,4\(16)E+02,0.00029646834718949204,0.0011828083378896557,<0.0015,,
4d2,3F,2,5s.5p,3P,2,430.8,4.3,431(4)*,0.01912,0.03382,<0.053,1852.8091642279824,6554.837929537446,1.9(66)E+03,0.0013645005642107914,0.004834768056501088,<0.0062,,
4d2,3F,2,5s.5p,1P,1,609.3,8.6,609(9)*,0.33694,0.27778,0.34(28),203386.693079079,335462.59251935245,2.0(34)E+05,0.14978404836150855,0.21067813787240006,<0.36,,
4d2,3F,2,4d.5p,3F,2,2064.4,98.9,2100(100)*,4.1423,0.19643,4.14(20),790325.4788644706,136090.0607692483,7.9(14)E+05,0.5820348812178264,0.15178291816011236,0.58(15),,
4d2,3F,2,4d.5p,3F,3,2211.8,113.5,2200(100)*,1.63393,0.03,1.634(30),99982.21628619506,15823.743417278236,1.00(16)E+05,0.07363186299351214,0.02260273531222741,0.074(23),,
4d2,3F,2,4d.5p,1D,2,2334.3,126.4,2300(100)*,2.16109,0.25076,2.16(25),148796.1522158799,42150.400079737126,1.49(42)E+05,0.10958086648689547,0.04034147709632106,0.110(40),,
4d2,3F,2,5s.6p,3P,1,2357.1,128.9,2400(100)*,0.19937,0.12124,0.20(12),1230.0080751640123,1509.5231519809738,1.2(15)E+03,0.0009058389525207512,0.0011372794049143461,<0.0020,,
4d2,3F,2,5s.6p,3P,2,2416.7,135.5,2400(100)*,0.35091,0.19912,0.35(20),3535.153680767638,4055.7936608035884,3.5(41)E+03,0.00260346250715422,0.003060876420881864,<0.0057,,
4d2,3F,2,5s.6p,1P,1,2492.2,144.1,2500(100)*,0.51795,0.26693,0.52(27),7022.905342941878,7340.419455333295,7.0(73)E+03,0.005172015816769808,0.0055560954189317144,<0.011,,
4d2,3F,2,4d.5p,3D,1,5414.9,680.3,5400(700)*,5.90679,0.0972,5.907(97),89047.96153975283,33690.15516468542,8.9(34)E+04,0.06557933548080327,0.029124611710313723,0.066(29),,
4d2,3F,2,4d.5p,3D,2,5783.2,775.9,5800(800)*,2.3972,0.03185,2.397(32),12039.455938936277,4856.37201112366,1.20(49)E+04,0.008866452486656696,0.004277032890734238,0.0089(43),,
4d2,3F,2,4d.5p,3D,3,6445.8,963.9,6(1)E+03*,0.37066,0.0182,0.371(18),207.88675743133206,95.47058912943251,2.08(95)E+02,0.00015309811894480721,0.00008154695017327415,0.000153(82),,
4d2,3F,2,4d.5p,3P,1,12373.6,3552.1,1.2(4)E+04*,0.35792,0.03628,0.358(36),27.401592220202833,24.24350897677272,2.7(24)E+01,0.000020179891575784617,0.000018666330895497052,0.000020(19),,
4d2,3F,2,4d.5p,3P,2,12914.7,3869.5,1.3(4)E+04*,0.22419,0.01888,0.224(19),9.455243077372712,8.646825603126985,9.5(86),0.000006963309963549884,0.000006639546761178778,0.0000070(66),,
4d2,3F,2,4d.5p,1F,3,96938.7,218012.9,<3.1E+5*,0.2788,0.20526,0.28(21),0.03457734014460592,0.23878204853752738,3(24)E-02,2.5464468250232478e-8,1.759852413626929e-7,<2.0E-7,,
5s.7p,1P,1,4d2,3F,2,12563.477,3661.91,1.3(4)E+04*,0.77169,0.31859,0.77(32),202.81601882105997,243.91759262980446,2.0(24)E+02,0.00000850622821026714,0.000010240766388971682,<0.000019,,
4d2,3F,3,5s.5p,3P,2,429.2,4.1,429(4)*,0.00919,0.01504,<0.024,309.1906793160953,1012.0579014305773,3\(10)E+02,0.00029177308380003825,0.0009554161438732067,<0.0012,,
4d2,3F,3,4d.5p,3F,2,2028,92.5,2030(90)*,1.28091,0.05567,1.281(56),56937.45243348367,9230.021687770675,5.69(92)E+04,0.05373000284802156,0.010476473855676176,0.054(10),,
4d2,3F,3,4d.5p,3F,3,2170.1,106,2200(100)*,5.406,0.05366,5.406(54),827721.9846340761,122400.13125499345,8.3(12)E+05,0.7810940372457738,0.03721504623692216,0.781(37),,
4d2,3F,3,4d.5p,1D,2,2287.9,117.8,2300(100)*,0.77133,0.09639,0.771(96),14380.1237324587,4225.070861142391,1.44(42)E+04,0.01357005022313807,0.004259934042781589,0.0136(43),,
4d2,3F,3,5s.6p,3P,2,2367,126.1,2400(100)*,0.209,0.06614,0.209(66),953.3673118866619,622.3444342867575,9.5(62)E+02,0.0008996614037609635,0.0005967175556257535,0.00090(60),,
4d2,3F,3,4d.5p,3F,4,2337.3,122.9,2300(100)*,1.63507,0.02222,1.635(22),60605.495830664906,9701.246208327366,6.06(97)E+04,0.05719141486689358,0.011038946524654031,0.057(11),,
4d2,3F,3,4d.5p,3D,2,5506.4,682.2,5500(700)*,7.27504,0.0637,7.275(64),91754.2758817529,34140.475322013226,9.2(34)E+04,0.08658549502551222,0.031102917884581072,0.087(31),,
4d2,3F,3,4d.5p,3D,3,6103.9,838.3,6100(800)*,2.34038,0.02456,2.340(25),6971.539287491129,2876.1245265396196,7.0(29)E+03,0.006578812534852889,0.002810651076410986,0.0066(28),,
4d2,3F,3,4d.5p,3P,2,11611.6,3033.6,1.2(3)E+04*,0.57998,0.08554,0.580(86),62.19006080917225,52.08040311141305,6.2(52)E+01,0.0000586867167669485,0.0000496513858421667,0.000059(50),,
4d2,3F,3,4d.5p,1F,3,52615.5,62288.8,<1.1E+5*,0.18768,0.01558,0.188(16),0.0699944686489074,0.24886001512667277,7(25)E-02,6.605147998578005e-8,2.349762424511146e-7,<3.0E-7,,
4d2,3F,4,4d.5p,3F,3,2116.3,94.5,2120(90)*,1.43281,0.0158,1.433(16),48762.69303443905,6620.282459942518,4.88(66)E+04,0.05274648507440213,0.009578685725360863,0.0527(96),,
4d2,3F,4,4d.5p,3F,4,2275,109.2,2300(100)*,6.395,0.0612,6.395(61),781961.8827777623,113594.8636586508,7.8(11)E+05,0.8458462445779704,0.03680579094779146,0.846(37),,
4d2,3F,4,4d.5p,3D,3,5696.4,684.7,5700(700)*,8.77332,0.08104,8.773(81),93747.81983665159,33849.69619174432,9.4(34)E+04,0.10140678605013323,0.035190019341116596,0.101(35),,
4d2,3F,4,4d.5p,1F,3,32545.9,22349.9,3(2)E+04*,0.26184,0.02415,0.262(24),0.44771988148946684,0.9260626908772455,4.5(93)E-01,4.84297494189226e-7,0.0000010036479225252536,<0.0000015,,
5s.6d,3D,1,5s.5p,3P,0,394.19,0,394.1924(3),1.16612,0.02013,1.166(20),14993665.446281381,517652.53221562825,1.499(52)E+07,0.4754512371389252,0.010716141267926417,0.475(11),,
5s.6d,3D,1,5s.5p,3P,1,397.12,0,397.1170(3),1.02437,0.01837,1.024(18),11316296.989265874,405869.7066349348,1.132(41)E+07,0.35884136688619717,0.010229449984876184,0.359(10),,
5s.6d,3D,1,5s.5p,3P,2,403.43,0,403.4326(3),0.27275,0.0151,0.273(15),765177.9587962774,84723.6456669022,7.65(85)E+05,0.024263900541502063,0.0026706128485214924,0.0243(27),,
5s.6d,3D,1,5s.5p,1P,1,555.95,0,555.9454(5),0.04339,0.01507,0.043(15),7399.95257723663,5140.229792069878,7.4(51)E+03,0.00023465353553617674,0.0001630350758301968,0.00023(16),,
5s.6d,3D,1,4d.5p,3F,2,1557.88,0,1557.880(4),0.47181,0.02496,0.472(25),39762.913635765406,4207.127124684532,3.98(42)E+04,0.001260887576030427,0.00013589543440309658,0.00126(14),,
5s.6d,3D,1,4d.5p,1D,2,1706.8,0.01,1706.796(5),0.42211,0.0649,0.422(65),24202.068418548035,7442.20342057624,2.42(74)E+04,0.0007674509886955915,0.00023637279181605374,0.00077(24),,
5s.6d,3D,1,5s.6p,3P,0,1714.58,0.01,1714.578(5),4.02479,0.04921,4.025(49),2170506.063381443,53076.37452941554,2.171(53)E+06,0.06882705211407708,0.0021382267351461137,0.0688(21),,
5s.6d,3D,1,5s.6p,3P,1,1718.95,0.01,1718.948(5),3.32989,0.0282,3.330(28),1474408.7991005862,24972.807034075788,1.474(25)E+06,0.04675371009793672,0.0012453813673840685,0.0468(12),,
5s.6d,3D,1,5s.6p,3P,2,1750.47,0.01,1750.466(5),0.88602,0.04931,0.886(49),98848.97737373783,11002.557802482876,9.9(11)E+04,0.0031345149557086686,0.0003540892467860095,0.00313(35),,
5s.6d,3D,1,5s.6p,1P,1,1789.73,0.01,1789.733(6),1.2224,0.17356,1.22(17),176038.67369737654,49988.992572230454,1.76(50)E+05,0.00558221106730585,0.0015807210165457203,0.0056(16),,
5s.6d,3D,1,4d.5p,3D,1,2922.54,0.02,2922.54(2),0.82585,0.01501,0.826(15),18452.9664312938,670.773313093064,1.845(67)E+04,0.0005851461572271929,0.000024612938795161558,0.000585(25),,
5s.6d,3D,1,4d.5p,3D,2,3026.56,0.02,3026.56(2),0.45369,0.0166,0.454(17),5014.385347215787,366.94130273226267,5.01(37)E+03,0.0001590068636229529,0.00001211247805514136,0.000159(12),,
5s.6d,3D,1,4d.5p,3P,0,4177.54,0.03,4177.54(3),4.27265,0.31979,4.27(32),169114.2986412764,25314.99754138199,1.69(25)E+05,0.005362638161759046,0.0008064798085955157,0.00536(81),,
5s.6d,3D,1,4d.5p,3P,1,4196.22,0.03,4196.22(3),3.65467,0.27002,3.65(27),122086.78071663521,18040.41014721473,1.22(18)E+05,0.003871388963425825,0.0005757255502927018,0.00387(58),,
5s.6d,3D,1,4d.5p,3P,2,4256.7,0.03,4256.70(3),0.92712,0.06354,0.927(64),7526.6125106312265,1031.6700418823941,7.5(10)E+03,0.000238669939813313,0.00003309569555768253,0.000239(33),,
5s.6d,3D,1,5s.4f,3F,2,10690.5,0.21,10690.5(2),16.04158,0.12952,16.04(13),142248.0627376913,2297.0420335761564,1.422(23)E+05,0.004510706047934688,0.0001200126943156239,0.00451(12),,
5s.6d,3D,1,5s.7p,1P,1,12837.43,0.33,12837.4(3),0.10048,0.01549,0.100(15),3.2230782320037092,0.9937397168681532,3.22(99),1.0220426341323776e-7,3.158603329774786e-8,0.000000102(32),,
5s.6d,3D,1,5s.7p,3P,0,36474.92,2.5,36475(2),18.76223,0.022,18.762(22),4899.276945528448,11.533555065303544,4.899(12)E+03,0.00015535676003864868,0.000003313943627079959,0.0001554(33),,
5s.6d,3D,2,5s.5p,3P,1,397.039,0,397.0386(1),1.72167,0.04333,1.722(43),19191058.67787836,965979.0465216555,1.919(97)E+07,0.6186961482607825,0.02443557437053288,0.619(24),,
5s.6d,3D,2,5s.5p,3P,2,403.352,0,403.3517(2),1.02818,0.03301,1.028(33),6528054.956418787,419169.9782360757,6.53(42)E+06,0.21045646959678446,0.014194357958282994,0.210(14),,
5s.6d,3D,2,5s.5p,1P,1,555.792,0,555.7918(3),0.60896,0.33903,0.61(34),875262.8752572946,974580.8348610109,8.8(97)E+05,0.02821739950498724,0.03054802370923319,<0.059,,
